,Year,Province,Average Pop,Average Pop (Male),Average Pop (Female),Average Pop (Urban),Average Pop (Rural),Population Density,Sex Ratio,Ageging Index,Fertility Rate,Crude Birth Rate,Life Expectency
298,2007,Ha Nam,788.4,382.2,406.2,70.0,718.4,,94.1,,2.18,13.9,
299,2008,Ha Nam,786.9,382.4,404.5,73.5,713.4,,94.5,,2.12,13.5,
300,2009,Ha Nam,786.2,383.9,402.3,74.9,711.3,,95.4,,2.07,14.9,
301,2010,Ha Nam,791.4,386.79,404.62,82.7,708.7,,95.59,,2.09,14.8,
302,2011,Ha Nam,795.65,389.18,406.47,84.3,711.34,914.47,95.74,,2.16,14.9,
303,2012,Ha Nam,800.81,392.02,408.79,86.26,714.55,920.63,95.9,,1.83,12.8,
304,2013,Ha Nam,807.44,395.58,411.86,127.25,680.19,925.04,96.05,,1.87,13.4,
305,2014,Ha Nam,815.07,399.64,415.43,129.76,685.31,927.0,96.2,,1.99,15,
306,2015,Ha Nam,824.3,404.5,419.8,133,691.2,931.0,96.4,,2.22,15.2,
307,2016,Ha Nam,832.2,408.7,423.5,135.6,696.6,932.0,96.5,73.2,2.11,14.3,
308,2017,Ha Nam,839.8,412.8,427,138.2,701.5,935.0,96.7,78.7,1.97,12.2,
309,2018,Ha Nam,847.1,416.7,430.4,140.8,706.4,938.0,96.8,80.1,2.39,14.5,
310,2019,Ha Nam,854.5,420.6,433.8,143.3,711.2,991.0,96.97,66.0,2.44,16.1,
311,2020,Ha Nam,861.83,424.65,437.19,239.68,622.15,1000.0,97.13,69.6,2.36,16.58,
312,1995,Nam Dinh,1820.5,884.1,936.4,220.3,1600.2,,,,,,
313,1996,Nam Dinh,1838,893.5,944.5,221.8,1616.2,,,,,,
314,1997,Nam Dinh,1856.2,902,954.2,229.9,1626.3,,,,,,
315,1998,Nam Dinh,1874.4,912.9,961.5,231.3,1643.1,,,,,,
316,1999,Nam Dinh,1891.9,921,970.9,235.1,1656.8,,,,,,
317,2000,Nam Dinh,1886.5,917.9,968.6,240.1,1646.4,,,,,,
318,2001,Nam Dinh,1879.7,914.6,965.1,248.2,1631.5,,,,,,
319,2002,Nam Dinh,1872.8,911.3,961.5,256.5,1616.3,,,,,,
320,2003,Nam Dinh,1866.3,908.5,957.8,265.2,1601.1,,,,,,
321,2004,Nam Dinh,1859.4,907.2,952.2,274.1,1585.3,,,,,,
322,2005,Nam Dinh,1851.0,901.4,949.6,283.1,1567.9,,94.9,,2.31,17.3,
323,2006,Nam Dinh,1839.4,897.4,942.0,291.9,1547.5,,,,,,
324,2007,Nam Dinh,1829.7,892.6,937.1,301.2,1528.5,,95.3,,2.39,17.0,
325,2008,Nam Dinh,1826.1,887,939.1,311.9,1514.2,,94.5,,2.19,15.5,
326,2009,Nam Dinh,1828.4,894.6,933.8,321.6,1506.8,,95.8,,2.25,16.3,
327,2010,Nam Dinh,1822.35,891.43,930.91,320.74,1501.61,,95.76,,2.2,15.6,
328,2011,Nam Dinh,1816.81,888.55,928.26,320.01,1496.8,1110.27,95.72,,2.24,15.5,
329,2012,Nam Dinh,1811.5,885.86,925.64,319.32,1492.18,1110.43,95.7,,1.76,12.5,
330,2013,Nam Dinh,1806.41,883.35,923.06,318.68,1487.73,1113.2,95.7,,2.32,16.4,
331,2014,Nam Dinh,1801.54,881.03,920.52,318.08,1483.46,1116.0,95.71,,2.73,18.9,
332,2015,Nam Dinh,1796.9,878.9,918,317.5,1479.4,1119.0,95.7,,2.81,16.6,
333,2016,Nam Dinh,1792.5,876.9,915.5,317,1475.4,1110.0,95.8,79.7,2.46,13.7,
334,2017,Nam Dinh,1788.2,875.1,913.1,316.5,1471.7,1111.0,95.8,81.0,2.58,13.7,
335,2018,Nam Dinh,1784.2,873.5,910.7,324.1,1460.2,1111.0,95.9,82.2,2.82,14,
336,2019,Nam Dinh,1780.9,872.5,908.4,323.7,1457.1,1067.0,96.05,73.5,2.74,16.5,
337,2020,Nam Dinh,1780.33,872.24,908.09,360.12,1420.21,1067.0,96.05,79.6,2.71,15.94,
338,1995,Ninh Binh,855.5,409.4,446.1,77.3,778.2,,,,,,
339,1996,Ninh Binh,866,415.3,450.7,78.4,787.6,,,,,,
340,1997,Ninh Binh,874.2,421.2,453,111,763.2,,,,,,
341,1998,Ninh Binh,881.1,426.4,454.7,111.9,769.2,,,,,,
342,1999,Ninh Binh,885,429.3,455.7,112.4,772.6,,,,,,
343,2000,Ninh Binh,886.8,434,452.8,116.5,770.3,,,,,,
344,2001,Ninh Binh,888.7,435,453.7,120.8,767.9,,,,,,
345,2002,Ninh Binh,889.9,435.6,454.3,125.2,764.7,,,,,,
346,2003,Ninh Binh,890.9,435.7,455.2,129.7,761.2,,,,,,
347,2004,Ninh Binh,892.2,436.0,456.2,134.4,757.8,,,,,,
348,2005,Ninh Binh,893.5,436.3,457.2,139.3,754.2,,95.4,,2.37,17.3,
349,2006,Ninh Binh,894.6,436.7,457.9,144.4,750.2,,,,,,
350,2007,Ninh Binh,896.1,440.9,455.2,149.6,746.5,,96.9,,2.26,15.5,
351,2008,Ninh Binh,898.1,444.3,453.8,155.2,742.9,,97.9,,2.36,15.9,
352,2009,Ninh Binh,899.6,446.9,452.7,160.9,738.7,,98.7,,2.04,15.4,
353,2010,Ninh Binh,904.36,449.36,455.01,163.1,741.26,,98.76,,1.88,13.4,
354,2011,Ninh Binh,911.69,453.11,458.58,167.06,744.63,652.88,98.81,,1.86,13.1,
355,2012,Ninh Binh,920.99,457.85,463.14,171.87,749.11,667.61,98.86,,2.66,17.9,
356,2013,Ninh Binh,930.03,462.47,467.56,176.35,753.68,672.81,98.91,,2.28,15.5,
357,2014,Ninh Binh,939.31,467.2,472.11,180.35,758.96,679.0,98.96,,2.87,20.5,
358,2015,Ninh Binh,948.5,471.9,476.6,184.4,764.1,686.0,99.0,,2.76,17.7,
359,2016,Ninh Binh,956.8,476.2,480.7,189,767.8,687.0,99.1,70.5,2.94,18.7,
360,2017,Ninh Binh,965.4,480.6,484.8,195.1,770.4,694.0,99.1,78.0,2.39,13.4,
361,2018,Ninh Binh,974.7,485.3,489.3,201.2,773.4,702.0,99.2,82.2,2.53,14.5,
362,2019,Ninh Binh,984.5,490.4,494.1,207.8,776.7,710.0,99.24,60.3,2.46,16.9,
363,2020,Ninh Binh,993.92,495.99,497.93,212.59,781.33,717.0,99.61,66.4,2.42,16.4,
364,1995,Northern midlands and mountain areas,9522.9,4701.6,4821.3,1201.7,8321.2,,,,,,
365,1996,Northern midlands and mountain areas,9679.7,4788.6,4891.1,1227.4,8452.3,,,,,,
366,1997,Northern midlands and mountain areas,9820.8,4863.6,4957.2,1325.3,8495.5,,,,,,
367,1998,Northern midlands and mountain areas,9951.2,4934.5,5016.7,1362.6,8588.6,,,,,,
368,1999,Northern midlands and mountain areas,10085.3,5007.4,5077.9,1379,8706.3,,,,,,
369,2000,Northern midlands and mountain areas,10204.4,5064.1,5140.3,1430.4,8774,,,,,,
370,2001,Northern midlands and mountain areas,10321.8,5122.4,5199.4,1463.8,8858,,,,,,
371,2002,Northern midlands and mountain areas,10440,5181.2,5258.8,1499.9,8940.1,,,,,,
372,2003,Northern midlands and mountain areas,10559.5,5240.4,5319.1,1559.6,8999.9,,,,,,
373,2004,Northern midlands and mountain areas,10681.0,5307.3,5373.7,1602.7,9078.3,,,,,,
374,2005,Northern midlands and mountain areas,10798.7,5362.1,5436.6,1649.1,9149.6,,98.6,,2.33,19.9,69.4
375,2006,Northern midlands and mountain areas,10904.3,5419.5,5484.8,1687.9,9216.4,,,,,,
376,2007,Northern midlands and mountain areas,11004.2,5469.3,5534.9,1721.1,9283.1,,98.8,,2.23,18.6,
377,2008,Northern midlands and mountain areas,10997.3,5459.1,5538.2,1751.1,9246.2,,98.6,,2.3,19.1,
378,2009,Northern midlands and mountain areas,11073.5,5517.9,5555.6,1770.4,9303.1,,99.3,,2.24,19.6,70
379,2010,Northern midlands and mountain areas,11188.95,5581.27,5607.67,1850.86,9338.09,,99.53,,2.22,19.3,70.0
380,2011,Northern midlands and mountain areas,11311.41,5644.03,5667.38,1917.65,9393.76,118.63,99.59,,2.21,19.1,70.5
381,2012,Northern midlands and mountain areas,11441.84,5714.39,5727.45,1952.53,9489.31,119.84,99.77,,2.31,19.5,70.3
382,2013,Northern midlands and mountain areas,11574.49,5786.64,5787.85,2000.02,9574.47,121.09,99.98,,2.18,18,70.4
383,2014,Northern midlands and mountain areas,11739.21,5871.4,5867.81,2053.99,9685.22,122.0,100.06,,2.56,21.1,70.7
384,2015,Northern midlands and mountain areas,11907,5959.8,5947.2,2122.3,9784.7,124.0,100.2,,2.69,20.9,70.8
385,2016,Northern midlands and mountain areas,12061.1,6042.2,6018.9,2155.2,9905.9,126.0,100.4,,2.63,20.1,70.9
386,2017,Northern midlands and mountain areas,12230.8,6134.8,6095.9,2193.3,10037.4,128.0,100.6,,2.53,18.6,71.0
387,2018,Northern midlands and mountain areas,12404.9,6227,6177.9,2233.6,10171.3,129.0,100.8,,2.48,17.6,71.0
388,2019,Northern midlands and mountain areas,12569.3,6315.3,6254,2284.3,10285,132.0,100.98,,2.43,17.5,71.1
389,2020,Northern midlands and mountain areas,12725.78,6396.11,6329.67,2559.23,10166.54,134.0,101.05,,2.41,17.74,71.4
390,1995,Ha Giang,550.3,272,278.3,48.5,501.8,,,,,,
391,1996,Ha Giang,564.2,278.9,285.3,49.9,514.3,,,,,,
392,1997,Ha Giang,577.7,284.7,293,52.2,525.5,,,,,,
393,1998,Ha Giang,590.4,290.9,299.5,53.2,537.2,,,,,,
394,1999,Ha Giang,605.9,300,305.9,51.8,554.1,,,,,,
395,2000,Ha Giang,619.2,306.5,312.7,66.3,552.9,,,,,,
396,2001,Ha Giang,631.6,312.7,318.9,68.5,563.1,,,,,,
397,2002,Ha Giang,643.9,318.7,325.2,70.8,573.1,,,,,,
398,2003,Ha Giang,656.2,324.9,331.3,73,583.2,,,,,,
399,2004,Ha Giang,669.0,331.2,337.8,75.4,593.6,,,,,,
400,2005,Ha Giang,681.7,337.5,344.2,77.8,603.9,,98.1,,3.06,25.3,
401,2006,Ha Giang,693.4,343.6,349.8,80.1,613.3,,,,,,
402,2007,Ha Giang,704.9,349.0,355.9,82.5,622.4,,98.1,,2.89,23.6,
403,2008,Ha Giang,716.2,354.6,361.6,84.9,631.3,,98.1,,2.86,24.1,
404,2009,Ha Giang,725.1,363.1,362,91.6,633.5,,100.3,,3.08,26.3,
405,2010,Ha Giang,737.77,369.14,368.62,105.19,632.58,,100.14,,3.05,27,
406,2011,Ha Giang,749.54,374.38,375.16,112.66,636.88,94.33,99.79,,2.57,22.8,
407,2012,Ha Giang,763.5,381.81,381.69,114.94,648.57,96.22,100.03,,2.78,23.8,
408,2013,Ha Giang,778.96,390.61,388.34,116.88,662.08,98.02,100.58,,2.7,22.6,
409,2014,Ha Giang,792.47,397.69,394.79,118.77,673.7,100.0,100.74,,2.51,20.7,
410,2015,Ha Giang,806.7,406.2,400.5,120.9,685.8,101.0,101.4,,2.93,23.7,
411,2016,Ha Giang,820.4,413,407.4,123,697.4,103.0,101.4,21.9,2.42,19.5,
412,2017,Ha Giang,833.7,420.2,413.5,125.2,708.5,105.0,101.6,21.0,2.49,19.3,
413,2018,Ha Giang,846.5,427.2,419.4,127.6,718.9,107.0,101.9,21.5,2.74,20.3,
414,2019,Ha Giang,858.1,433.6,424.5,137.2,720.9,108.0,102.14,22.2,2.47,18.3,
415,2020,Ha Giang,870.24,439.65,430.59,137.89,732.35,110.0,102.1,22.5,2.57,19.71,
416,1995,Cao Bang,489.2,237.2,252,50.7,438.5,,,,,,
417,1996,Cao Bang,489.4,237.3,252.1,51.2,438.2,,,,,,
418,1997,Cao Bang,490,237.5,252.5,52.8,437.2,,,,,,
419,1998,Cao Bang,490.5,237.8,252.7,53.3,437.2,,,,,,
420,1999,Cao Bang,492.1,238.6,253.5,54,438.1,,,,,,
421,2000,Cao Bang,493.9,241.3,252.6,66.9,427,,,,,,
422,2001,Cao Bang,496.2,242.4,253.8,67.4,428.8,,,,,,
423,2002,Cao Bang,498.7,243.6,255.1,68.1,430.6,,,,,,
424,2003,Cao Bang,500.8,244.4,256.4,68.6,432.2,,,,,,
425,2004,Cao Bang,502.8,246.8,256.0,68.9,433.9,,,,,,
426,2005,Cao Bang,504.9,247.4,257.5,74.2,430.7,,96.1,,2.55,20.0,
427,2006,Cao Bang,506.8,248.8,258.0,79.5,427.3,,,,,,
428,2007,Cao Bang,508.6,249.7,258.9,79.9,428.7,,96.4,,2.28,18.3,
429,2008,Cao Bang,510.5,250.6,259.9,87.6,422.9,,96.4,,2.26,17.8,
430,2009,Cao Bang,511.2,253.7,257.5,86.4,424.8,,98.5,,2.18,18.1,
431,2010,Cao Bang,512.54,254.57,257.96,98.58,413.96,,98.69,,2.09,17.5,
432,2011,Cao Bang,514.02,255.55,258.46,99.46,414.56,76.63,98.87,,2.15,17.6,
433,2012,Cao Bang,515.88,256.72,259.16,104.22,411.66,76.8,99.06,,2.13,17.9,
434,2013,Cao Bang,517.85,257.95,259.9,105.29,412.56,77.21,99.25,,2.05,17,
435,2014,Cao Bang,519.87,259.2,260.67,106.34,413.53,78.0,99.44,,2.53,20.5,
436,2015,Cao Bang,522,260.5,261.5,108.6,413.3,78.0,99.6,,2.52,19.3,
437,2016,Cao Bang,524.2,261.9,262.3,111.5,412.8,79.0,99.8,37.6,2.46,19.1,
438,2017,Cao Bang,526.4,263.2,263.2,115.5,410.9,80.0,100.0,40.4,2.34,16.8,
439,2018,Cao Bang,528.7,264.6,264.1,119.9,408.8,81.0,100.2,42.3,2.48,17.8,
440,2019,Cao Bang,530.9,265.9,264.9,124.5,406.3,79.0,100.39,41.2,2.43,16.7,
441,2020,Cao Bang,533.09,267.01,266.07,126.03,407.05,80.0,100.35,42.3,2.42,16.16,
442,1995,Bac Kan,254.2,126.9,127.3,33.5,220.7,,,,,,
443,1996,Bac Kan,259.6,129.7,129.9,34.9,224.7,,,,,,
444,1997,Bac Kan,265.2,132.5,132.7,37,228.2,,,,,,
445,1998,Bac Kan,270.9,135.4,135.5,38.4,232.5,,,,,,
446,1999,Bac Kan,276.4,138.1,138.3,40.3,236.1,,,,,,
447,2000,Bac Kan,278.4,139.1,139.3,39.9,238.5,,,,,,
448,2001,Bac Kan,280.5,140.1,140.4,40.8,239.7,,,,,,
449,2002,Bac Kan,282.5,141.1,141.4,41.6,240.9,,,,,,
450,2003,Bac Kan,284.4,142.1,142.3,42.5,241.9,,,,,,
451,2004,Bac Kan,286.5,143.5,143.0,43.4,243.1,,,,,,
452,2005,Bac Kan,288.4,144.1,144.3,44.2,244.2,,99.9,,2.29,19.0,
453,2006,Bac Kan,290.0,145.2,144.8,45.1,244.9,,,,,,
454,2007,Bac Kan,291.8,146.1,145.7,46.0,245.8,,100.3,,2.12,18.0,
455,2008,Bac Kan,293.6,147.7,145.9,46.9,246.7,,101.2,,2.07,17.1,
456,2009,Bac Kan,294.6,148.5,146.1,47.3,247.3,,101.6,,1.84,16,
457,2010,Bac Kan,296.62,149.7,146.92,48.9,247.72,,101.89,,1.85,16,
458,2011,Bac Kan,298.69,150.92,147.77,50.55,248.14,61.82,102.13,,1.91,16.1,
459,2012,Bac Kan,300.8,152.16,148.64,52.26,248.54,62.35,102.37,,2.3,18.5,
460,2013,Bac Kan,301.73,152.81,148.92,53.82,247.91,62.81,102.61,,2.11,17,
461,2014,Bac Kan,302.94,153.6,149.34,55.48,247.47,63.0,102.85,,2.07,17,
462,2015,Bac Kan,305.6,155.1,150.5,57.5,248.2,64.0,103.1,,2.42,18.7,
463,2016,Bac Kan,307.7,156.4,151.3,59.4,248.3,66.0,103.3,40.6,2.4,18,
464,2017,Bac Kan,309.9,157.7,152.2,61.4,248.5,67.0,103.6,44.0,2.37,16.3,
465,2018,Bac Kan,312,159,153.1,63.5,248.6,67.0,103.8,45.8,2.23,15,
466,2019,Bac Kan,314.4,160.3,154.1,65.6,248.7,65.0,104.07,41.1,2.14,13.7,
467,2020,Bac Kan,316.46,161.02,155.44,70.46,246.01,65.0,103.59,41.4,2.14,14.69,
468,1995,Tuyen Quang,638.8,316.9,321.9,67.4,571.4,,,,,,
469,1996,Tuyen Quang,648.9,321.7,327.2,69.5,579.4,,,,,,
470,1997,Tuyen Quang,659,326.4,332.6,71.9,587.1,,,,,,
471,1998,Tuyen Quang,668,330.8,337.2,73.3,594.7,,,,,,
472,1999,Tuyen Quang,677.3,335,342.3,60.7,616.6,,,,,,
473,2000,Tuyen Quang,684.1,338.2,345.9,64.4,619.7,,,,,,
474,2001,Tuyen Quang,690.2,341.2,349,67.3,622.9,,,,,,
475,2002,Tuyen Quang,696.3,344.2,352.1,70.3,626,,,,,,
476,2003,Tuyen Quang,701.9,347,354.9,73.4,628.5,,,,,,
477,2004,Tuyen Quang,707.5,350.3,357.2,76.6,630.9,,,,,,
478,2005,Tuyen Quang,712.1,352.0,360.1,79.8,632.3,,97.8,,2.17,18.7,
479,2006,Tuyen Quang,715.7,354.4,361.3,83.1,632.6,,,,,,
480,2007,Tuyen Quang,719.4,356.3,363.1,86.5,632.9,,98.1,,2.05,17.4,
481,2008,Tuyen Quang,723.5,357.5,366,90.1,633.4,,97.7,,2.05,17.1,
482,2009,Tuyen Quang,725.2,363.3,361.9,94.3,630.9,,100.4,,2.1,18,
483,2010,Tuyen Quang,729.75,365.77,363.99,95.45,634.3,,100.49,,2.07,17,
484,2011,Tuyen Quang,733.6,367.88,365.71,96.54,637.06,125.25,100.59,,2.1,17.1,
485,2012,Tuyen Quang,738.53,370.55,367.98,97.78,640.75,126.26,100.7,,2.18,18.4,
486,2013,Tuyen Quang,743.37,373.17,370.2,99.03,644.34,127.35,100.8,,2.35,18.6,
487,2014,Tuyen Quang,749.59,376.49,373.1,100.47,649.12,128.0,100.91,,2.73,22.2,
488,2015,Tuyen Quang,756.2,380,376.2,102,654.2,130.0,101.0,,2.74,20.5,
489,2016,Tuyen Quang,763.4,383.8,379.6,103.6,659.8,131.0,101.1,36.1,2.72,20.3,
490,2017,Tuyen Quang,770.5,387.6,382.9,105.2,665.3,132.0,101.2,42.7,2.68,18.6,
491,2018,Tuyen Quang,778.3,391.7,386.6,106.9,671.5,133.0,101.3,43.7,2.62,16.3,
492,2019,Tuyen Quang,786.3,395.9,390.3,108.6,677.6,134.0,101.43,39.4,2.51,16.3,
493,2020,Tuyen Quang,792.9,399.22,393.68,109.56,683.33,135.0,101.41,36.9,2.5,17.12,
494,1995,Lao Cai,550.1,275,275.1,94.2,455.9,,,,,,
495,1996,Lao Cai,562.8,281.5,281.3,97.6,465.2,,,,,,
496,1997,Lao Cai,574.5,287.2,287.3,101.5,473,,,,,,
497,1998,Lao Cai,585.9,292.9,293,102,483.9,,,,,,
498,1999,Lao Cai,598.5,298.8,299.7,103.7,494.8,,,,,,
499,2000,Lao Cai,607.4,303.3,304.1,103.2,504.2,,,,,,
500,2001,Lao Cai,616.6,307.6,309,105.1,511.5,,,,,,
501,2002,Lao Cai,625.7,312.1,313.6,106.9,518.8,,,,,,
502,2003,Lao Cai,634.2,316,318.2,108.7,525.5,,,,,,
503,2004,Lao Cai,573.9,285.7,288.2,112.2,461.7,,,,,,
504,2005,Lao Cai,581.4,289.4,292.0,119.9,461.5,,99.1,,2.97,24.2,
505,2006,Lao Cai,590.2,294.5,295.7,123.0,467.2,,,,,,
506,2007,Lao Cai,598.3,299.2,299.1,125.9,472.4,,100.0,,2.59,21.7,
507,2008,Lao Cai,606.5,304.5,302,129.1,477.4,,100.8,,2.69,22.6,
508,2009,Lao Cai,615.8,309.9,305.9,130.4,485.4,,101.3,,2.7,23.8,
509,2010,Lao Cai,626.92,315.78,311.15,133.35,493.58,,101.49,,2.73,24.4,
510,2011,Lao Cai,638.15,321.77,316.38,143.58,494.56,99.78,101.7,,2.57,22.6,
511,2012,Lao Cai,649.51,327.84,321.67,146.72,502.78,101.27,101.92,,2.43,21.2,
512,2013,Lao Cai,661,333.99,327.01,150.64,510.36,102.74,102.14,,2.52,21.9,
513,2014,Lao Cai,672.64,340.23,332.41,153.9,518.74,104.0,102.35,,2.36,20,
514,2015,Lao Cai,684.5,346.6,337.9,157.2,527.2,106.0,102.6,,2.26,18.6,
515,2016,Lao Cai,696.5,353,343.4,159.8,536.6,108.0,102.8,24.9,2.73,22.5,
516,2017,Lao Cai,708.6,359.5,349,162,546.6,109.0,103.0,25.4,2.24,18.2,
517,2018,Lao Cai,720.8,366.1,354.7,167,553.8,111.0,103.2,25.6,2.43,19,
518,2019,Lao Cai,733.3,372.9,360.4,171.5,561.8,115.0,103.45,24.2,2.44,18.8,
519,2020,Lao Cai,746.36,380.1,366.25,176.97,569.39,117.0,103.78,24.9,2.43,19.35,
520,1995,Yen Bai,647.7,322.7,325,123.4,524.3,,,,,,
521,1996,Yen Bai,655.9,327.1,328.8,123.9,532,,,,,,
522,1997,Yen Bai,664.5,331.5,333,126.7,537.8,,,,,,
523,1998,Yen Bai,673.1,336,337.1,132,541.1,,,,,,
524,1999,Yen Bai,682.1,340.4,341.7,133.8,548.3,,,,,,
525,2000,Yen Bai,688,343.2,344.8,135,553,,,,,,
526,2001,Yen Bai,694.1,346.5,347.6,136,558.1,,,,,,
527,2002,Yen Bai,700.1,349.2,350.9,137.2,562.9,,,,,,
528,2003,Yen Bai,706.8,352.2,354.6,138.6,568.2,,,,,,
529,2004,Yen Bai,713.5,355.5,358.0,140.6,572.9,,,,,,
530,2005,Yen Bai,719.5,358.1,361.4,141.5,578.0,,99.1,,2.55,20.7,
531,2006,Yen Bai,725.4,360.5,364.9,142.6,582.8,,,,,,
532,2007,Yen Bai,731.6,363.7,367.9,143.2,588.4,,98.9,,2.36,18.5,
533,2008,Yen Bai,737.5,367.7,369.8,143.5,594,,99.4,,2.56,20.1,
534,2009,Yen Bai,741.7,370.7,371,144.2,597.5,,99.9,,2.38,20.5,
535,2010,Yen Bai,751.29,375.66,375.63,142.76,608.53,,100.01,,2.32,19.9,
536,2011,Yen Bai,758.65,379.82,378.82,144.38,614.26,110.16,100.26,,2.26,19.4,
537,2012,Yen Bai,765.69,384.12,381.57,146.05,619.64,111.19,100.67,,2.38,20.4,
538,2013,Yen Bai,774.58,388.46,386.12,147.77,626.82,112.48,100.61,,2.13,17.7,
539,2014,Yen Bai,783.53,392.71,390.83,156.04,627.5,114.0,100.48,,2.77,22,
540,2015,Yen Bai,793.1,397.8,395.3,158,635.1,115.0,100.6,,2.76,20.9,
541,2016,Yen Bai,800.3,401.7,398.7,159.2,641.1,116.0,100.7,34.0,2.89,21.6,
542,2017,Yen Bai,807.3,405.6,401.7,160.5,646.8,117.0,101.0,39.6,2.77,19.6,
543,2018,Yen Bai,814.6,409.5,405,161.9,652.7,118.0,101.1,39.8,2.96,19.5,
544,2019,Yen Bai,823,414.1,409,163.3,659.8,119.0,101.25,36.1,2.74,18.8,
545,2020,Yen Bai,831.59,418.59,413,169.27,662.32,121.0,101.35,37.7,2.64,19.4,
546,1995,Thai  Nguyen,1005,492.6,512.4,201,804,,,,,,
547,1996,Thai  Nguyen,1020.6,500,520.6,204.3,816.3,,,,,,
548,1997,Thai  Nguyen,1029.6,507.3,522.3,210,819.6,,,,,,
549,1998,Thai  Nguyen,1038.5,514.9,523.6,212,826.5,,,,,,
550,1999,Thai  Nguyen,1047.8,522.2,525.6,219.9,827.9,,,,,,
551,2000,Thai  Nguyen,1055.5,525.9,529.6,233.9,821.6,,,,,,
552,2001,Thai  Nguyen,1063.6,529.9,533.7,239.5,824.1,,,,,,
553,2002,Thai  Nguyen,1071,533.6,537.4,245.1,825.9,,,,,,
554,2003,Thai  Nguyen,1079.5,538,541.5,251.1,828.4,,,,,,
555,2004,Thai  Nguyen,1089.0,544.3,544.7,257.4,831.6,,,,,,
556,2005,Thai  Nguyen,1098.5,549.4,549.1,263.9,834.6,,100.1,,1.99,17.4,
557,2006,Thai  Nguyen,1106.5,553.8,552.7,270.1,836.4,,,,,,
558,2007,Thai  Nguyen,1113.0,556.3,556.7,276.1,836.9,,99.9,,1.99,17.0,
559,2008,Thai  Nguyen,1120.3,558.4,561.9,282.4,837.9,,99.4,,1.95,16.7,
560,2009,Thai  Nguyen,1125.4,556.5,568.9,287.8,837.6,,97.8,,1.89,16.8,
561,2010,Thai  Nguyen,1131.28,558.91,572.36,293.56,837.72,,97.65,,1.9,16.7,
562,2011,Thai  Nguyen,1139.44,561.67,577.78,322.21,817.24,322.62,97.21,,1.96,17.2,
563,2012,Thai  Nguyen,1149.08,566.42,582.67,326.9,822.19,325.09,97.21,,2.13,18,
564,2013,Thai  Nguyen,1155.99,569.82,586.17,344.21,811.78,326.89,97.21,,2.06,17.1,
565,2014,Thai  Nguyen,1198.17,588.3,609.87,347.72,850.45,332.0,96.46,,2.45,20,
566,2015,Thai  Nguyen,1230.8,602.3,628.5,387.8,843,337.0,95.8,,2.52,19,
567,2016,Thai  Nguyen,1242.8,608.2,634.6,392.5,850.3,348.0,95.8,49.8,2.45,18.7,
568,2017,Thai  Nguyen,1256.1,615.5,640.7,399.4,856.7,356.0,96.1,52.3,2.09,16,
569,2018,Thai  Nguyen,1273.6,623.3,650.3,405.2,868.3,360.0,95.9,58.2,2.05,14,
570,2019,Thai  Nguyen,1290.9,631.1,659.9,413.9,877.1,366.0,95.64,48.8,2.14,17.6,
571,2020,Thai  Nguyen,1307.87,638.93,668.94,419.68,888.19,371.0,95.51,50.6,2.16,15.82,
572,1995,Lang Son,679.2,333.7,345.5,115.3,563.9,,,,,,
573,1996,Lang Son,689.2,338.8,350.4,122.3,566.9,,,,,,
574,1997,Lang Son,694.7,342.6,352.1,125.4,569.3,,,,,,
575,1998,Lang Son,700.2,346.5,353.7,128.1,572.1,,,,,,
576,1999,Lang Son,705.9,350.3,355.6,133.5,572.4,,,,,,
577,2000,Lang Son,707.9,351.1,356.8,130.8,577.1,,,,,,
578,2001,Lang Son,710.5,352.4,358.1,132,578.5,,,,,,
579,2002,Lang Son,713.2,353.8,359.4,133.1,580.1,,,,,,
580,2003,Lang Son,716.7,355.6,361.1,134.5,582.2,,,,,,
581,2004,Lang Son,720.5,358.2,362.3,135.9,584.6,,,,,,
582,2005,Lang Son,724.1,359.3,364.8,137.2,586.9,,98.5,,2.28,18.6,
583,2006,Lang Son,726.3,361.1,365.2,138.3,588.0,,,,,,
584,2007,Lang Son,728.2,362.0,366.2,139.4,588.8,,98.9,,2.14,17.4,
585,2008,Lang Son,730.7,363.8,366.9,140.6,590.1,,99.2,,2.15,17.3,
586,2009,Lang Son,733.2,364.9,368.3,140.6,592.6,,99.1,,1.86,16,
587,2010,Lang Son,736.29,367.37,368.92,142.14,594.16,,99.58,,1.84,15.8,
588,2011,Lang Son,740.91,370.68,370.23,143.97,596.94,89.03,100.12,,1.88,15.9,
589,2012,Lang Son,745.13,373.81,371.32,145.74,599.39,89.57,100.67,,2.11,17.8,
590,2013,Lang Son,748.94,376.75,372.2,147.45,601.49,90.1,101.22,,1.86,15.3,
591,2014,Lang Son,752.59,379.61,372.98,149.15,603.45,91.0,101.78,,2.26,18.7,
592,2015,Lang Son,757.8,383.3,374.5,151.2,606.6,91.0,102.3,,2.38,18.8,
593,2016,Lang Son,763.4,387.2,376.2,153.3,610.1,92.0,102.9,40.5,2.34,18.1,
594,2017,Lang Son,768.7,390.9,377.8,155.4,613.3,94.0,103.5,42.6,2.25,16.6,
595,2018,Lang Son,775.9,395.6,380.2,157.8,618,95.0,104.1,45.5,2.22,15.8,
596,2019,Lang Son,782.8,400,382.8,160.3,622.5,94.0,104.49,42.5,2.13,14.1,
597,2020,Lang Son,788.71,403.41,385.3,181.72,606.99,95.0,104.7,44.8,2.19,15.2,
